10.152.38.253,5,2015-12-13 17:50:13,2015-12-13 17:49:28,%SPANTREE-5-TOPOTRAP: Topology Change Trap for instance 0.
10.152.38.253,5,2015-12-13 17:50:13,2015-12-13 17:49:30,%SPANTREE-5-TOPOTRAP: Topology Change Trap for instance 0.
10.152.38.253,5,2015-12-13 17:50:17,2015-12-13 17:49:32,%LINK-3-UPDOWN: Interface FastEthernet 0/2  changed state to down.
10.152.38.253,5,2015-12-13 17:50:17,2015-12-13 17:49:32,%LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet 0/2  changed state to down.
10.152.38.253,5,2015-12-13 17:50:23,2015-12-13 17:49:38,%LINK-3-UPDOWN: Interface FastEthernet 0/2  changed state to up.
10.152.38.253,5,2015-12-13 17:50:23,2015-12-13 17:49:38,%LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet 0/2  changed state to up.
10.152.38.253,5,2015-12-13 17:50:23,2015-12-13 17:49:41,%SPANTREE-5-TOPOTRAP: Topology Change Trap for instance 0.
10.152.38.253,5,2015-12-13 17:53:18,2015-12-13 17:52:33,%SPANTREE-5-TOPOTRAP: Topology Change Trap for instance 0.
10.152.38.253,5,2015-12-13 17:53:18,2015-12-13 17:52:34,%LINK-3-UPDOWN: Interface FastEthernet 0/2  changed state to down.
10.152.38.253,5,2015-12-13 17:53:18,2015-12-13 17:52:34,%LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet 0/2  changed state to down.
10.152.38.253,5,2015-12-13 17:53:23,2015-12-13 17:52:38,%LINK-3-UPDOWN: Interface FastEthernet 0/2  changed state to up.
10.152.38.253,5,2015-12-13 17:53:23,2015-12-13 17:52:38,%LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet 0/2  changed state to up.
10.152.38.253,5,2015-12-13 17:53:27,2015-12-13 17:52:42,%SPANTREE-5-TOPOTRAP: Topology Change Trap for instance 0.
10.152.32.2,7,2015-12-13 16:55:54,2015-12-13 16:55:12,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.4(linkUp): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 1
10.152.32.2,7,2015-12-13 16:55:54,2015-12-13 16:55:12,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is UP
10.152.32.2,7,2015-12-13 16:55:55,2015-12-13 16:55:13,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.3(linkDown): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 2
10.152.32.2,7,2015-12-13 16:55:55,2015-12-13 16:55:13,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is DOWN
10.125.26.254,7,2015-12-13 16:56:06,2015-12-13 16:55:24,SXXZG-SDEGQ-NACC-NS3026A DEV/2/FAN STATE CHANGE TO FAILURE:  Trap 1.3.6.1.4.1.2011.2.23.1.12.1.6: fan ID is 1
10.125.26.254,7,2015-12-13 16:56:06,2015-12-13 16:55:24,SXXZG-SDEGQ-NACC-NS3026A DEV/2/FAN STATE CHANGE TO FAILURE:  Trap 1.3.6.1.4.1.2011.2.23.1.12.1.6: fan ID is 2
10.125.26.254,7,2015-12-13 16:56:06,2015-12-13 16:55:24,SXXZG-SDEGQ-NACC-NS3026A DEV/5/DEV_LOG: Fan 1 failed
10.125.26.254,7,2015-12-13 16:56:06,2015-12-13 16:55:24,SXXZG-SDEGQ-NACC-NS3026A DEV/5/DEV_LOG: Fan 2 failed
10.152.32.2,7,2015-12-13 16:56:11,2015-12-13 16:55:29,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.4(linkUp): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 1
10.152.32.2,7,2015-12-13 16:56:11,2015-12-13 16:55:29,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is UP
10.152.32.2,7,2015-12-13 16:56:12,2015-12-13 16:55:30,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.3(linkDown): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 2
10.152.32.2,7,2015-12-13 16:56:12,2015-12-13 16:55:30,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is DOWN
10.125.0.6,7,2015-12-13 16:56:26,2015-12-13 16:55:43,SXXZG-XFJYYT-NACC-NS3026 DEV/2/FAN STATE CHANGE TO FAILURE:  Trap 1.3.6.1.4.1.2011.2.23.1.12.1.6: fan ID is 1
10.125.0.6,7,2015-12-13 16:56:26,2015-12-13 16:55:43,SXXZG-XFJYYT-NACC-NS3026 DEV/2/FAN STATE CHANGE TO FAILURE:  Trap 1.3.6.1.4.1.2011.2.23.1.12.1.6: fan ID is 2
10.125.0.6,7,2015-12-13 16:56:26,2015-12-13 16:55:43,SXXZG-XFJYYT-NACC-NS3026 DEV/5/DEV_LOG: Fan 1 failed
10.125.0.6,7,2015-12-13 16:56:26,2015-12-13 16:55:43,SXXZG-XFJYYT-NACC-NS3026 DEV/5/DEV_LOG: Fan 2 failed
10.152.32.2,7,2015-12-13 16:56:28,2015-12-13 16:55:46,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.4(linkUp): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 1
10.152.32.2,7,2015-12-13 16:56:28,2015-12-13 16:55:46,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is UP
10.152.32.2,7,2015-12-13 16:56:29,2015-12-13 16:55:47,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.3(linkDown): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 2
10.152.32.2,7,2015-12-13 16:56:29,2015-12-13 16:55:47,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is DOWN
10.152.32.2,7,2015-12-13 16:56:45,2015-12-13 16:56:03,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.4(linkUp): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 1
10.152.32.2,7,2015-12-13 16:56:45,2015-12-13 16:56:03,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is UP
10.152.32.2,7,2015-12-13 16:56:46,2015-12-13 16:56:04,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.3(linkDown): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 2
10.152.32.2,7,2015-12-13 16:56:46,2015-12-13 16:56:04,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is DOWN
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:06,SXXZG-FYSJY-NACC-NS3700 SRM/3/ENTITYINVALID:OID 1.3.6.1.4.1.2011.5.25.129.2.1.9 PHY chip abnormal.(EntityPhysicalIndex=67108873  BaseTrapSeverity=3  BaseTrapProbableCause=67861  BaseTrapEventType=5  EntPhysicalContainedIn=5  EntPhysicalName=MPU Board 0  RelativeResource=PHY chip  ReasonDescription=PHY chip is abnormal.)
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 SRM/3/ENTITYINVALID:OID 1.3.6.1.4.1.2011.5.25.129.2.1.9 PHY chip abnormal.(EntityPhysicalIndex=67108873  BaseTrapSeverity=3  BaseTrapProbableCause=67861  BaseTrapEventType=5  EntPhysicalContainedIn=5  EntPhysicalName=MPU Board 0  RelativeResource=PHY chip  ReasonDescription=PHY chip is abnormal.)
